x	y	z
12.19683079	9.482215678	155.0040882
10.80514509	11.7167907	141.3794788
10.726944	9.73678291	124.9545214
9.889626433	9.997791324	110.1423376
9.458033866	11.70267302	142.2518307
11.11591546	9.865455639	128.165498
8.695654997	9.791196335	131.9238037
9.117151208	10.43499186	123.2021868
10.4453231	10.88079051	123.6742556
10.03286372	7.887881763	137.3637476
9.760830118	8.677065405	130.3841437
10.48459246	9.584744843	121.9846881
8.291655171	10.63055902	142.6599787
10.12453367	11.17256101	127.1374655
8.370128584	11.88135994	162.2348304
11.82026527	10.02280232	130.3812674
9.901938078	11.36151147	128.7533151
9.382388274	9.555422002	118.9534242
11.08016461	8.982597253	138.5634091
10.1509338	10.05721144	109.3402956
8.120445345	10.6687622	143.0543679
10.88455157	9.748968154	120.9890883
10.55458676	10.38106791	124.7990874
10.98161975	12.47933491	157.2257087
11.03980728	10.95737747	135.1555987
8.75543677	11.21169868	147.6624789
9.277401841	9.609586335	125.3986966
10.81134722	9.299961451	129.0831584
10.34373171	10.960932	130.2294353
9.027796126	10.72987185	129.394892
9.39653121	9.703255857	123.5901715
10.67905646	9.403825179	125.2541461
10.48788357	10.76118151	129.1269982
11.18412338	9.271601947	136.4351818
10.46647158	8.468645892	137.4480671
10.62084437	9.288932557	131.0113531
9.528429313	11.12610572	129.4739193
9.52302532	11.36244354	133.1323408
9.725055349	8.807537086	127.8499256
9.879618099	8.376991968	138.4605184
10.64271884	9.449519052	121.5419646
10.16976214	8.956914935	129.042845
8.50331807	10.24283316	138.0120378
9.561697218	9.745227854	120.926542
10.15174405	9.344639044	122.9862495
10.64662042	10.06508774	111.6271642
11.3758305	10.81679667	140.9392344
10.59965139	10.47568795	124.4009082
10.91536534	9.086482548	136.1197522
11.7063637	9.778829311	138.6937348
10.09106334	11.06160697	126.5742645
9.31405597	10.14765032	116.2720044
8.723643253	9.268613983	138.0952013
11.40253863	12.05654075	160.7089828
10.02875593	11.28400878	129.9368336
10.86648788	10.60070568	125.1716842
9.958832217	11.41162532	129.6383258
10.56143796	10.43747945	118.0753463
9.952302854	8.386390094	129.6458653
9.587473864	8.339845991	143.7584738
8.656910004	10.45338162	133.4975659
9.76971827	10.50930541	121.5709606
11.16402899	10.84063608	135.1730079
11.48470568	9.60686128	134.5933081
10.11055456	10.05128541	103.1908704
8.805273387	12.26742676	164.1824084
10.28585911	11.4257454	128.6014527
9.845684976	10.1478143	108.2180987
8.856260685	9.614255433	134.6826722
9.780504897	8.461878432	132.2434787
9.203294526	9.133649184	133.8131022
9.464276743	8.470480993	143.7472524
10.797383	8.92204641	132.0633774
12.03935934	8.042885634	171.8072004
