"Petals" "Internode" "Sepal" "Bract" "Petiole" "Leaf" "Fruit"
"86" 6.971025645 29.77905586 2.246957032 17.33087212 9.401956497 2.974077158 7.243938469
"87" 8.076845237 29.37558012 2.576337903 18.12903218 9.037408763 2.62309522 7.931028548
"88" 8.331049483 26.84027895 2.425871936 17.85904801 10.81411882 2.629485003 7.8426926
"89" 5.870952372 27.64750912 2.699609869 18.34445756 9.883561622 2.383542714 7.295355829
"90" 7.257224788 29.45506325 2.079854473 18.55165296 10.88134734 2.984324609 7.900919241
"91" 7.838623892 27.44410989 4.875696772 19.41770468 10.13486957 1.552253214 7.139197713
"92" 5.759219792 29.87115759 4.771588856 19.91166539 10.97673475 2.093939224 7.272066916
"93" 7.931553974 27.90666051 4.985479701 17.09976526 10.93467364 1.788450114 7.180508525
"94" 6.425555595 30.58079636 4.60747187 19.42863505 9.852475835 1.579892331 7.985552425
"95" 6.015483675 25.2690149 4.192564744 19.25885135 9.587827294 1.333910071 7.321695848
"96" 7.69914912 28.26327575 4.389674216 19.81304523 10.47451101 1.542130715 7.586247189
"97" 6.977485088 28.89913326 4.201805668 17.55115838 10.59530991 1.477074661 7.744972869
"98" 5.515027471 27.65566576 4.144796821 18.5604651 10.96131673 1.561574034 7.589876656
"99" 6.718774072 25.5613872 4.260908895 18.96175282 9.514226606 1.429913491 7.389967247
"100" 5.71413951 25.65169792 4.597587034 18.00840527 9.642150809 1.391718849 7.079658118
"101" 6.198113614 30.59318947 4.113590947 18.18217294 9.985747275 1.282143479 7.533701145
"102" 7.307787677 26.98176133 4.788019614 17.75444073 10.44664262 2.142437297 7.690269845
"103" 6.416752376 25.14595861 4.351955653 19.99634132 10.89978099 2.088022298 7.351471774
"104" 6.559062513 25.72749265 4.767790991 17.7020823 9.171711596 1.678318618 7.015621221
"105" 6.186925417 30.97326578 4.686651733 18.78428263 9.802241344 1.978470826 7.627336054
"106" 8.428503368 27.71123642 4.817998145 18.07368896 10.23489372 1.77331386 7.27871782
"107" 5.965559724 25.32087952 4.771112093 17.33323164 9.313900466 1.926745945 7.499034673
"108" 6.396025508 27.6257377 4.303187957 17.30187428 10.23912682 1.783253844 7.230853544
"109" 7.000499943 25.63787742 4.820256277 18.34124336 10.88719227 1.547329079 7.423978992
"110" 6.543917583 26.86211737 4.94822092 19.98497498 9.537928607 1.530214868 7.109008841
"111" 7.448565118 26.12261657 4.68897906 17.07327913 10.41950036 1.451546791 7.787155226
"112" 5.992008323 29.48528517 4.674676114 17.30827585 10.33565216 1.852362707 7.862799438
"113" 8.147725092 30.25361969 4.205442937 18.21111994 10.86250427 1.265469907 7.764608551
"114" 8.442108113 28.06693931 4.866415406 17.04294427 9.077099209 1.391283444 7.431904122
"115" 7.577757728 26.67892673 4.27702665 19.38963436 10.61398848 2.006028304 7.941713559
"116" 5.792632373 27.00736732 4.890057696 17.23298234 10.40351246 1.415301041 7.780188521
"117" 6.076519894 30.62239201 4.467964057 19.75356813 9.318518737 1.882846129 7.442790334
"118" 7.135864371 25.77989368 4.086331721 18.42657015 9.595171699 1.643162218 7.855196598
"119" 6.957972776 29.6038061 4.075159055 17.97946934 10.60391196 1.707470772 7.097119741
"120" 5.884617388 30.24765427 4.348402848 19.0023999 9.442007855 1.281777917 7.024301479
