fate	fly	cage	dish	site	trt	size
1	1	15	46	2	1	1.439896633
1	1	15	46	2	1	1.439896633
1	1	15	46	2	1	1.413716694
1	1	15	46	2	1	1.413716694
1	1	15	46	2	1	1.361356817
1	1	15	46	2	1	1.335176878
1	1	15	46	2	1	1.204997132
1	1	15	46	2	1	1.181369737
2	0	15	47	1	1	2.87351008
2	0	15	47	1	1	2.528785737
2	0	15	47	1	1	1.835017359
2	0	15	47	1	1	1.731148452
2	0	15	47	1	1	1.678919474
2	0	15	47	1	1	1.558622655
2	0	15	47	1	1	1.558622655
2	0	15	47	1	1	1.529759273
2	0	15	47	1	1	1.529759273
2	0	15	47	1	1	1.529759273
2	0	15	47	1	1	1.520530844
2	0	15	47	1	1	1.439896633
2	0	15	47	1	1	1.413716694
2	0	15	47	1	1	1.38544236
2	0	15	47	1	1	1.361356817
2	0	15	47	1	1	1.356578978
2	0	15	47	1	1	1.327715595
2	0	15	47	1	1	1.323134106
2	0	15	47	1	1	1.308996939
2	0	15	47	1	1	1.282817
2	0	15	47	1	1	1.256637061
2	0	15	47	1	1	1.252251922
2	0	15	47	1	1	1.204997132
2	0	15	47	1	1	1.181369737
2	0	15	47	1	1	1.181369737
2	0	15	47	1	1	1.181369737
2	0	15	47	1	1	1.181369737
2	0	15	47	1	1	1.081493271
2	0	15	47	1	1	0.996670269
2	0	15	47	1	1	0.945750288
2	0	15	47	1	1	0.589048623
1	1	15	47	1	1	2.208932335
1	1	15	47	1	1	1.960353816
1	1	15	47	1	1	1.869640328
1	1	15	47	1	1	1.678919474
1	1	15	47	1	1	1.529759273
1	1	15	47	1	1	1.529759273
1	1	15	47	1	1	1.443169125
1	1	15	47	1	1	1.335176878
1	1	15	47	1	1	1.282817
1	1	15	47	1	1	1.252251922
1	1	15	47	1	1	1.204997132
1	1	15	47	1	1	1.181369737
1	1	15	47	1	1	1.110487553
1	1	15	47	1	1	1.021017612
1	1	15	47	2	1	1.282817
2	0	15	48	1	1	1.731148452
2	0	15	48	1	1	1.61634942
2	0	15	48	1	1	1.583886296
2	0	15	48	1	1	1.443169125
2	0	15	48	1	1	1.443169125
2	0	15	48	1	1	1.387536755
2	0	15	48	1	1	1.387536755
2	0	15	48	1	1	1.256637061
2	0	15	48	1	1	1.228624527
2	0	15	48	1	1	1.166316273
2	0	15	48	1	1	0.964665294
1	1	15	48	1	1	2.148849375
1	1	15	48	1	1	2.045307717
1	1	15	48	1	1	2.042755173
1	1	15	48	1	1	1.809557368
1	1	15	48	1	1	1.765771421
1	1	15	48	1	1	1.731148452
1	1	15	48	1	1	1.678919474
1	1	15	48	1	1	1.61634942
1	1	15	48	1	1	1.61634942
1	1	15	48	1	1	1.583886296
1	1	15	48	1	1	1.558622655
1	1	15	48	1	1	1.529759273
1	1	15	48	1	1	1.518436449
1	1	15	48	1	1	1.466076572
1	1	15	48	1	1	1.443169125
1	1	15	48	1	1	1.387536755
1	1	15	48	1	1	1.387536755
1	1	15	48	1	1	1.387536755
1	1	15	48	1	1	1.387536755
1	1	15	48	1	1	1.387536755
1	1	15	48	1	1	1.282817
1	1	15	48	1	1	1.275879316
1	1	15	48	1	1	1.256637061
1	1	15	48	1	1	1.252251922
1	1	15	48	1	1	1.228624527
1	1	15	48	1	1	1.204997132
1	1	15	48	1	1	1.181369737
1	1	15	48	1	1	1.181369737
1	1	15	48	1	1	1.181369737
1	1	15	48	1	1	1.181369737
1	1	15	48	1	1	1.157742343
1	1	15	48	1	1	1.157742343
1	1	15	48	1	1	1.151917306
1	1	15	48	1	1	1.134114948
1	1	15	48	1	1	1.060287521
2	0	15	48	2	1	1.443169125
2	0	15	48	2	1	1.308996939
2	0	15	48	2	1	1.308996939
2	0	15	48	2	1	1.282817
2	0	15	48	2	1	1.228624527
2	0	15	48	2	1	1.110487553
2	0	15	48	2	1	1.060287521
2	0	15	48	2	1	1.03908177
2	0	15	48	2	1	1.01787602
1	1	15	48	2	1	1.627279545
1	1	15	48	2	1	1.558622655
1	1	15	48	2	1	1.38544236
1	1	15	48	2	1	1.335176878
1	1	15	48	2	1	1.181369737
1	1	15	48	2	1	1.110487553
1	1	15	48	2	1	0.996670269
1	1	15	48	2	1	0.926835283
2	0	15	49	1	1	2.208932335
2	0	15	49	1	1	1.960353816
2	0	15	49	1	1	1.960353816
2	0	15	49	1	1	1.938886266
2	0	15	49	1	1	1.742274926
2	0	15	49	1	1	1.742274926
2	0	15	49	1	1	1.731148452
2	0	15	49	1	1	1.645212803
2	0	15	49	1	1	1.587486038
2	0	15	49	1	1	1.587486038
2	0	15	49	1	1	1.587486038
2	0	15	49	1	1	1.583886296
2	0	15	49	1	1	1.558622655
2	0	15	49	1	1	1.518436449
2	0	15	49	1	1	1.50089589
2	0	15	49	1	1	1.443169125
2	0	15	49	1	1	1.414305743
2	0	15	49	1	1	1.414305743
2	0	15	49	1	1	1.413716694
2	0	15	49	1	1	1.387536755
2	0	15	49	1	1	1.387536755
2	0	15	49	1	1	1.361356817
2	0	15	49	1	1	1.361356817
2	0	15	49	1	1	1.335176878
2	0	15	49	1	1	1.308996939
2	0	15	49	1	1	1.275879316
2	0	15	49	1	1	1.228624527
2	0	15	49	1	1	1.228624527
2	0	15	49	1	1	1.181369737
2	0	15	49	1	1	1.125737368
1	1	15	49	1	1	1.731148452
1	1	15	49	1	1	1.696525483
1	1	15	49	1	1	1.61634942
1	1	15	49	1	1	1.387536755
1	1	15	49	1	1	1.134114948
2	0	15	49	2	1	1.805630378
2	0	15	49	2	1	1.678919474
2	0	15	49	2	1	1.647241748
2	0	15	49	2	1	1.645212803
2	0	15	49	2	1	1.61634942
2	0	15	49	2	1	1.558622655
2	0	15	49	2	1	1.558622655
2	0	15	49	2	1	1.558622655
2	0	15	49	2	1	1.439896633
2	0	15	49	2	1	1.439896633
2	0	15	49	2	1	1.413716694
2	0	15	49	2	1	1.387536755
2	0	15	49	2	1	1.275879316
1	1	15	49	2	1	1.938886266
2	0	14	43	1	1	1.835017359
2	0	14	43	1	1	1.583886296
2	0	14	43	1	1	1.55220857
2	0	14	43	1	1	1.50089589
2	0	14	43	1	1	1.443169125
2	0	14	43	1	1	1.414305743
2	0	14	43	1	1	1.356578978
2	0	14	43	1	1	1.308996939
2	0	14	43	1	1	1.282817
2	0	14	43	1	1	1.256637061
2	0	14	43	1	1	1.256637061
2	0	14	43	1	1	1.157742343
2	0	14	43	1	1	1.134114948
2	0	14	43	1	1	1.134114948
2	0	14	43	1	1	1.134114948
2	0	14	43	1	1	0.813345248
1	1	14	43	1	1	1.647241748
1	1	14	43	1	1	1.414305743
1	1	14	43	1	1	1.308996939
1	1	14	43	1	1	1.282817
1	1	14	43	1	1	1.181369737
2	0	14	44	1	1	1.645212803
2	0	14	44	1	1	1.558622655
2	0	14	44	1	1	1.335176878
2	0	14	44	1	1	1.230457123
2	0	14	44	1	1	1.134114948
2	0	14	44	1	1	1.081493271
2	0	14	44	1	1	0.9835803
2	0	14	44	1	1	0.854513202
2	0	14	44	1	1	0.703716754
1	1	14	44	1	1	1.615564022
1	1	14	44	1	1	1.558622655
1	1	14	44	1	1	1.50089589
1	1	14	44	1	1	1.472032508
1	1	14	44	1	1	1.472032508
1	1	14	44	1	1	1.413716694
1	1	14	44	1	1	1.413716694
1	1	14	44	1	1	1.335176878
1	1	14	44	1	1	1.308996939
1	1	14	44	1	1	1.308996939
1	1	14	44	1	1	1.308996939
1	1	14	44	1	1	1.308996939
1	1	14	44	1	1	1.308996939
1	1	14	44	1	1	1.298852213
1	1	14	44	1	1	1.256637061
1	1	14	44	1	1	1.252251922
1	1	14	44	1	1	1.228624527
1	1	14	44	1	1	1.204997132
1	1	14	44	1	1	1.181369737
1	1	14	44	1	1	1.181369737
1	1	14	44	1	1	1.157742343
1	1	14	44	1	1	1.157742343
1	1	14	44	1	1	1.145110522
1	1	14	44	1	1	1.060287521
1	1	14	44	1	1	1.03908177
1	1	14	44	1	1	1.015977974
1	1	14	44	1	1	0.996670269
1	1	14	44	1	1	0.954258769
1	1	14	44	1	1	0.945750288
2	0	14	44	2	1	1.282817
2	0	14	44	2	1	1.157742343
2	0	14	44	2	1	1.110487553
2	0	14	44	2	1	1.102699021
2	0	14	44	2	1	0.954258769
2	0	14	44	2	1	0.933053018
