"X.Y..m..d","EASTEU","LATAM","CHINA","INDIA","ENERGY","MINING","GOLD","WATER"
"2002-01-28","-0.0142200"," 0.0007105"," 0.0089050","-0.0136900"," 0.0063710"," 0.0050420"," 0.0169200"," 0.0036560"
"2002-01-29"," 0.0017350"," 0.0007100"," 0.0017710","-0.0027610","-0.0045860"," 0.0016750"," 0.0022350"," 0.0043060"
"2002-01-30","-0.0139600","-0.0222500","-0.0106800","-0.0134500","-0.0144700"," 0.0000000"," 0.0188000","-0.0167000"
"2002-01-31"," 0.0117900"," 0.0007254","-0.0035840"," 0.0185100"," 0.0053830"," 0.0058410"," 0.0130600","-0.0056610"
"2002-02-01"," 0.0138000"," 0.0215200","-0.0090170"," 0.0190700"," 0.0168500"," 0.0173200"," 0.0139600"," 0.0103200"
"2002-02-04","-0.0138000","-0.0049800"," 0.0000000"," 0.0107400"," 0.0036070"," 0.0032650"," 0.0273400"," 0.0107900"
"2002-02-05","-0.0082840","-0.0078770","-0.0018130"," 0.0154600","-0.0128400"," 0.0193700"," 0.0584300","-0.0046810"
"2002-02-06","-0.0057080","-0.0086640"," 0.0054300"," 0.0424700","-0.0072250"," 0.0190000"," 0.0699100","-0.0029050"
"2002-02-07","-0.0088460"," 0.0007249","-0.0054300"," 0.0033540"," 0.0070880","-0.0086650","-0.0563000","-0.0036310"
"2002-02-08"," 0.0075240","-0.0094650"," 0.0054300"," 0.0137200","-0.0097060"," 0.0031600"," 0.0238400"," 0.0029690"
"2002-02-11"," 0.0026420","-0.0036640"," 0.0161100"," 0.0057640"," 0.0095490"," 0.0086380"," 0.0168200"," 0.0052540"
"2002-02-12"," 0.0087570","-0.0081090"," 0.0000000"," 0.0000000"," 0.0129500"," 0.0015630","-0.0234400","-0.0028920"
"2002-02-13"," 0.0021770"," 0.0103100"," 0.0000000","-0.0020550","-0.0037430"," 0.0062260"," 0.0178700","-0.0022980"
"2002-02-14","-0.0096150"," 0.0138200"," 0.0000000"," 0.0110500"," 0.0040130"," 0.0207300"," 0.0092770"," 0.0054080"
"2002-02-15"," 0.0104900"," 0.0064820"," 0.0123600"," 0.0105200"," 0.0073590"," 0.0075700"," 0.0237200"," 0.0036730"
"2002-02-18","-0.0113600"," 0.0000000"," 0.0173900"," 0.0100100"," 0.0036490"," 0.0030120"," 0.0053960"," 0.0027870"
"2002-02-19","-0.0044050","-0.0014370","-0.0104000","-0.0152600"," 0.0000000","-0.0105800","-0.0181000"," 0.0071670"
"2002-02-20","-0.0182700","-0.0115700","-0.0069930","-0.0134400","-0.0085840","-0.0145400","-0.0372100","-0.0179200"
"2002-02-21"," 0.0067220"," 0.0007270","-0.0017560"," 0.0073560","-0.0049490","-0.0124100","-0.0269000","-0.0003445"
"2002-02-22","-0.0017880"," 0.0021780"," 0.0000000"," 0.0101300"," 0.0079970"," 0.0223900"," 0.0428800","-0.0006135"
"2002-02-25"," 0.0035730","-0.0029050","-0.0249100"," 0.0068290"," 0.0172900"," 0.0007631","-0.0046750","-0.0096620"
"2002-02-26"," 0.0141700"," 0.0194500"," 0.0071810"," 0.0400200"," 0.0119000","-0.0038210","-0.0151100","-0.0042260"
"2002-02-27","-0.0119400"," 0.0063990"," 0.0194900","-0.0108300","-0.0006415"," 0.0167100"," 0.0510100"," 0.0001980"
"2002-02-28","-0.0093860"," 0.0210400","-0.0088110","-0.0348100"," 0.0049910"," 0.0089960","-0.0081710"," 0.0090300"
"2002-03-01"," 0.0178000","-0.0041720","-0.0106800"," 0.0258300"," 0.0051950","-0.0082430","-0.0082380","-0.0020030"
"2002-03-04"," 0.0363800"," 0.0234200"," 0.0177300"," 0.0159600"," 0.0164200"," 0.0164200"," 0.0118800"," 0.0082730"
"2002-03-05","-0.0004254"," 0.0148700"," 0.0104900"," 0.0042380"," 0.0170000"," 0.0147000","-0.0183300","-0.0018180"
"2002-03-06"," 0.0021250","-0.0053800"," 0.0052040","-0.0104300"," 0.0000864","-0.0117400","-0.0186700","-0.0059650"
"2002-03-07"," 0.0214200"," 0.0013480"," 0.0000000"," 0.0077400"," 0.0125800"," 0.0044180"," 0.0065760","-0.0004996"
"2002-03-08"," 0.0078660","-0.0122000"," 0.0171500"," 0.0053830"," 0.0114000","-0.0177900","-0.0420700","-0.0110100"
"2002-03-11","-0.0062050"," 0.0128700"," 0.0101500","-0.0026880","-0.0057420"," 0.0081940","-0.0009770"," 0.0100600"
"2002-03-12","-0.0175800","-0.0033700"," 0.0050380","-0.0151100"," 0.0081660","-0.0037160"," 0.0077900"," 0.0012190"
"2002-03-13","-0.0008450"," 0.0154100"," 0.0000000"," 0.0035070"," 0.0042260"," 0.0111100"," 0.0324500","-0.0050830"
"2002-03-14"," 0.0105100","-0.0060020","-0.0067230","-0.0066340","-0.0049740","-0.0088760","-0.0151400"," 0.0084100"
"2002-03-15"," 0.0075000","-0.0020090","-0.0084670"," 0.0236000"," 0.0037450","-0.0089550","-0.0105400","-0.0020290"
"2002-03-18"," 0.0000000"," 0.0126500"," 0.0000000"," 0.0061000"," 0.0133100"," 0.0037410","-0.0048290","-0.0045250"
"2002-03-19","-0.0121100"," 0.0105300","-0.0068260","-0.0211300"," 0.0083800"," 0.0177700"," 0.0417100"," 0.0029000"
"2002-03-20","-0.0067450"," 0.0071780"," 0.0000000","-0.0042790"," 0.0037870","-0.0051490"," 0.0018550"," 0.0060410"
"2002-03-21"," 0.0096820","-0.0058690","-0.0085990","-0.0153200","-0.0057950"," 0.0022100"," 0.0128900","-0.0037020"
"2002-03-22"," 0.0203200","-0.0045890"," 0.0068850"," 0.0067070"," 0.0016800"," 0.0036720"," 0.0190300","-0.0065630"
"2002-03-25","-0.0053510","-0.0065920"," 0.0068380"," 0.0023570","-0.0100400"," 0.0051190"," 0.0447600"," 0.0000729"
"2002-03-26","-0.0225400","-0.0033120","-0.0051240","-0.0182100","-0.0125200","-0.0043860"," 0.0187100"," 0.0083020"
"2002-03-27"," 0.0159100"," 0.0066140"," 0.0051240"," 0.0019960"," 0.0035120"," 0.0065720","-0.0093100","-0.0037050"
"2002-03-28"," 0.0053860"," 0.0046040","-0.0017050"," 0.0095240"," 0.0185500"," 0.0230200"," 0.0546000"," 0.0082470"
"2002-03-29"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000","-0.0001148"
"2002-04-01"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0105000"
"2002-04-02"," 0.0053580"," 0.0104400"," 0.0051060"," 0.0110000"," 0.0163900"," 0.0035500","-0.0056520","-0.0028410"
"2002-04-03","-0.0157400","-0.0065150"," 0.0050800","-0.0110000"," 0.0080490"," 0.0077660"," 0.0000000","-0.0041570"
"2002-04-04"," 0.0083160","-0.0171400"," 0.0067340"," 0.1405000","-0.0152100","-0.0170200","-0.0396400","-0.0054450"
"2002-04-05"," 0.0090680"," 0.0072870"," 0.0016760","-0.1272000","-0.0148600"," 0.0028570"," 0.0067170"," 0.0048290"
"2002-04-08"," 0.0166800"," 0.0065790"," 0.0033440"," 0.0058290","-0.0058090","-0.0042890","-0.0237100","-0.0021500"
"2002-04-09"," 0.0172000","-0.0072390","-0.0033440","-0.0077790"," 0.0083490"," 0.0050020"," 0.0102300"," 0.0056800"
"2002-04-10"," 0.0039590"," 0.0000000","-0.0016760"," 0.0085540","-0.0068910"," 0.0000000","-0.0076630","-0.0019790"
"2002-04-11"," 0.0039430"," 0.0228500"," 0.0000000"," 0.0191700"," 0.0079980"," 0.0162600"," 0.0402100"," 0.0116400"
"2002-04-12","-0.0051290","-0.0064770"," 0.0016760"," 0.0000000","-0.0097420","-0.0035120","-0.0074170","-0.0157600"
"2002-04-15"," 0.0141400"," 0.0032440"," 0.0050130","-0.0253900","-0.0138300"," 0.0125900"," 0.0147800"," 0.0007955"
"2002-04-16"," 0.0035040","-0.0078020"," 0.0082990","-0.0023400"," 0.0000000","-0.0090750","-0.0114800"," 0.0079180"
"2002-04-17"," 0.0015530"," 0.0123300"," 0.0163900"," 0.0050630"," 0.0329500"," 0.0097700","-0.0016500"," 0.0114100"
"2002-04-18"," 0.0108100"," 0.0032190"," 0.0048660","-0.0109400"," 0.0081940"," 0.0041580"," 0.0252800","-0.0075220"
"2002-04-19","-0.0143100","-0.0064470"," 0.0000000","-0.0150400"," 0.0067180","-0.0006918"," 0.0032150"," 0.0001555"
"2002-04-22"," 0.0023340","-0.0051880","-0.0016190","-0.0092130"," 0.0021580"," 0.0034540"," 0.0119700","-0.0022280"
"2002-04-23","-0.0050630","-0.0111100"," 0.0032360"," 0.0116000","-0.0065600","-0.0104000"," 0.0039570"," 0.0046180"
"2002-04-24"," 0.0073920","-0.0092470","-0.0016170","-0.0003979"," 0.0009589"," 0.0000000"," 0.0195500"," 0.0080900"
"2002-04-25","-0.0050510"," 0.0118700","-0.0032410"," 0.0043680","-0.0111200"," 0.0048660"," 0.0290100"," 0.0027700"
"2002-04-26"," 0.0150800","-0.0098850"," 0.0016220","-0.0099540"," 0.0066710","-0.0006937","-0.0022600","-0.0053290"
"2002-04-29"," 0.0087870","-0.0006625"," 0.0000000","-0.0036080"," 0.0015370"," 0.0144700"," 0.0348300"," 0.0004445"
"2002-04-30","-0.0087870","-0.0053160"," 0.0016190"," 0.0064050","-0.0034200","-0.0068630","-0.0073100","-0.0011590"
"2002-05-01","-0.0015360"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0067290"," 0.0000000"," 0.0000000"," 0.0055300"
"2002-05-02"," 0.0011520"," 0.0033260"," 0.0144600"," 0.0146600"," 0.0000000","-0.0117800","-0.0177700","-0.0022040"
"2002-05-03"," 0.0011510","-0.0113500"," 0.0111000","-0.0023620"," 0.0079200"," 0.0124700"," 0.0096620"," 0.0239500"
"2002-05-06"," 0.0000000"," 0.0013420","-0.0031600"," 0.0058950"," 0.0000000"," 0.0061750"," 0.0277200","-0.0087570"
"2002-05-07"," 0.0003834","-0.0060550"," 0.0000000"," 0.0066390","-0.0143200"," 0.0209800"," 0.0304700","-0.0059310"
"2002-05-08"," 0.0019150","-0.0088110","-0.0031700"," 0.0119900","-0.0119000"," 0.0040110","-0.0183100","-0.0124700"
"2002-05-09"," 0.0072420"," 0.0000000"," 0.0015860"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0037490"
"2002-05-10","-0.0026620","-0.0034090"," 0.0031650"," 0.0065170"," 0.0115300"," 0.0092960"," 0.0021300"," 0.0035850"
"2002-05-13"," 0.0000000","-0.0054790"," 0.0000000","-0.0015300"," 0.0020620"," 0.0124800"," 0.0231300","-0.0032100"
"2002-05-14"," 0.0079650","-0.0068920"," 0.0000000","-0.0003828"," 0.0087060"," 0.0032580"," 0.0055290","-0.0002722"
"2002-05-15"," 0.0056510"," 0.0048290"," 0.0078680","-0.0138800"," 0.0076850","-0.0039110","-0.0407900"," 0.0188800"
"2002-05-16"," 0.0093480"," 0.0034350"," 0.0031300","-0.0160400","-0.0068290","-0.0072110"," 0.0078660","-0.0014570"
"2002-05-17"," 0.0199000"," 0.0176800"," 0.0046770","-0.0179100"," 0.0077750"," 0.0104700"," 0.0120400"," 0.0023740"
"2002-05-20"," 0.0029140"," 0.0000000","-0.0046770"," 0.0000000","-0.0001680"," 0.0000000"," 0.0000000"," 0.0005427"
"2002-05-21","-0.0139200","-0.0033750","-0.0031300","-0.0498100"," 0.0000000"," 0.0058420"," 0.0386500","-0.0123200"
"2002-05-22","-0.0029550","-0.0033860"," 0.0031300","-0.0136000","-0.0044310"," 0.0141400"," 0.0508200"," 0.0072450"
"2002-05-23"," 0.0114000","-0.0088590","-0.0062700"," 0.0110600"," 0.0039180","-0.0076870","-0.0071040","-0.0163500"
"2002-05-24","-0.0114000"," 0.0061410"," 0.0047060"," 0.0267200"," 0.0051800"," 0.0146800"," 0.0312600"," 0.0030390"
"2002-05-27"," 0.0018480"," 0.0000000"," 0.0000000"," 0.0057520","-0.0039420","-0.0025380"," 0.0143400","-0.0011530"
"2002-05-28","-0.0051830"," 0.0013600","-0.0015660","-0.0401200"," 0.0000000"," 0.0000000","-0.0006194"," 0.0084650"
"2002-05-29","-0.0191100","-0.0047670","-0.0078680"," 0.0148200","-0.0076730"," 0.0113700"," 0.0317100","-0.0006937"
"2002-05-30"," 0.0086650","-0.0144400"," 0.0015790","-0.0046330","-0.0061450","-0.0037760","-0.0169500"," 0.0028470"
"2002-05-31","-0.0151200","-0.0069490"," 0.0078550","-0.0097560","-0.0119900","-0.0082300","-0.0209800","-0.0134000"
"2002-06-03"," 0.0000000"," 0.0020900","-0.0015660"," 0.0127100"," 0.0000000","-0.0044600","-0.0031220"," 0.0125000"
"2002-06-04"," 0.0000000","-0.0133100","-0.0078680","-0.0084530"," 0.0000000"," 0.0108000"," 0.0301800"," 0.0006834"
"2002-06-05","-0.0015240","-0.0056580"," 0.0078680"," 0.0272200","-0.0129500","-0.0140000","-0.0159000","-0.0214400"
"2002-06-06"," 0.0211300","-0.0078320"," 0.0046910"," 0.0012380","-0.0041150","-0.0109500","-0.0383300"," 0.0017340"
"2002-06-07","-0.0154300","-0.0297400","-0.0031250","-0.0246400","-0.0001015","-0.0045440"," 0.0196600","-0.0074970"
"2002-06-10"," 0.0116900"," 0.0029410"," 0.0077940"," 0.0279400"," 0.0002951","-0.0177200","-0.0462800","-0.0036190"
"2002-06-11","-0.0018760"," 0.0051260","-0.0031100"," 0.0516800","-0.0084270","-0.0173700","-0.0659400"," 0.0022750"
"2002-06-12"," 0.0026250","-0.0125000"," 0.0015560"," 0.0454200","-0.0071120"," 0.0087220"," 0.0331800","-0.0006342"
"2002-06-13"," 0.0007488","-0.0171600"," 0.0092880","-0.0458100"," 0.0072330","-0.0087220","-0.0254700","-0.0145800"
"2002-06-14","-0.0242400"," 0.0007522","-0.0108400","-0.0050910","-0.0055480","-0.0115200","-0.0069980"," 0.0001560"
"2002-06-17","-0.0042270","-0.0098230","-0.0172800"," 0.0086010","-0.0109700","-0.0123500"," 0.0111700","-0.0107000"
"2002-06-18","-0.0135700"," 0.0143200","-0.0047660","-0.0023380"," 0.0198400","-0.0006904","-0.0238900"," 0.0004276"
"2002-06-19","-0.0117800","-0.0105300","-0.0258100","-0.0169200","-0.0040490"," 0.0096220"," 0.0349400"," 0.0097470"
"2002-06-20","-0.0103200","-0.0167800"," 0.0065150"," 0.0055400","-0.0129000","-0.0027400","-0.0082760"," 0.0093820"
"2002-06-21","-0.0221900","-0.0344300","-0.0016250","-0.0155100","-0.0028320"," 0.0047900"," 0.0380500","-0.0051440"
"2002-06-24"," 0.0073170","-0.0307200"," 0.0129200"," 0.0016020","-0.0055170"," 0.0047670"," 0.0079680"," 0.0053390"
"2002-06-25","-0.0146900"," 0.0073620","-0.0080580","-0.0060200"," 0.0033780","-0.0143700","-0.0160000","-0.0198500"
"2002-06-26","-0.0203500"," 0.0000000","-0.0212600","-0.0088960"," 0.0014110"," 0.0000000"," 0.0060300"," 0.0179100"
"2002-06-27"," 0.0133300","-0.0172600"," 0.0049460"," 0.0133100","-0.0070820","-0.0166800","-0.0374300","-0.0149400"
"2002-06-28"," 0.0066010"," 0.0172600"," 0.0098200"," 0.0103700"," 0.0072620"," 0.0111500","-0.0153700"," 0.0214400"
"2002-07-01"," 0.0114500"," 0.0289200","-0.0048980"," 0.0079020"," 0.0141700"," 0.0000000","-0.0365800"," 0.0022620"
"2002-07-02","-0.0102100","-0.0183800","-0.0032790"," 0.0074500"," 0.0010250"," 0.0048390"," 0.0195300","-0.0185300"
"2002-07-03","-0.0232700","-0.0179000"," 0.0130500"," 0.0038990","-0.0182700","-0.0265600","-0.0342500","-0.0028500"
"2002-07-04"," 0.0277700"," 0.0000000"," 0.0128800"," 0.0135300","-0.0049650","-0.0042580","-0.0126800","-0.0063860"
"2002-07-05"," 0.0073320"," 0.0024600"," 0.0000000","-0.0023060"," 0.0000000"," 0.0092040"," 0.0022500"," 0.0137900"
"2002-07-08"," 0.0113000"," 0.0057170"," 0.0015990"," 0.0103400"," 0.0344000"," 0.0167700"," 0.0037380","-0.0006713"
"2002-07-09"," 0.0040050"," 0.0097250"," 0.0047810","-0.0015240","-0.0073230"," 0.0069060"," 0.0257800","-0.0050600"
"2002-07-10"," 0.0063750"," 0.0032210","-0.0063800","-0.0049700","-0.0029270"," 0.0095890"," 0.0524200","-0.0238100"
"2002-07-11","-0.0168200","-0.0260600","-0.0112600","-0.0220900","-0.0195200","-0.0262400","-0.0104100","-0.0146800"
"2002-07-12","-0.0048580"," 0.0252600"," 0.0080580"," 0.0097490","-0.0206500","-0.0028030","-0.0154600","-0.0009810"
"2002-07-15","-0.0016250"," 0.0056160","-0.0064410","-0.0148600","-0.0061420","-0.0084570","-0.0049700","-0.0129500"
"2002-07-16","-0.0168100","-0.0193900","-0.0081100"," 0.0062820","-0.0195800","-0.0156900","-0.0021380","-0.0069680"
"2002-07-17"," 0.0147700","-0.0057260","-0.0098200","-0.0185700","-0.0104200","-0.0130200","-0.0348400"," 0.0054260"
"2002-07-18"," 0.0145600"," 0.0162700","-0.0016460"," 0.0181800"," 0.0094680"," 0.0029090","-0.0209000","-0.0034700"
"2002-07-19","-0.0198700","-0.0105500","-0.0132700","-0.0007834","-0.0126900"," 0.0129900"," 0.0311800","-0.0037630"
"2002-07-22","-0.0227800","-0.0073680","-0.0287900","-0.0286200","-0.0414800","-0.0115400"," 0.0014610","-0.0507000"
"2002-07-23","-0.0186100","-0.0393900"," 0.0187200","-0.0105400","-0.0500100","-0.0414600","-0.0555300","-0.0278500"
"2002-07-24","-0.0422800","-0.0330200","-0.0238900","-0.0118900","-0.0317200","-0.0623700","-0.1014000","-0.0019190"
"2002-07-25"," 0.0070990"," 0.0149100","-0.0051950"," 0.0065760"," 0.0304900"," 0.0214900"," 0.0401700"," 0.0045070"
"2002-07-26","-0.0442900","-0.0282500","-0.0210500","-0.0405500","-0.0116200","-0.0368900","-0.0565300"," 0.0081880"
"2002-07-29"," 0.0313900","-0.0208100"," 0.0123300","-0.0163400"," 0.0103300","-0.0307000","-0.0766500"," 0.0289700"
"2002-07-30"," 0.0199500"," 0.0009137"," 0.0276400"," 0.0051900"," 0.0425400"," 0.0388300"," 0.0617800","-0.0022260"
"2002-07-31"," 0.0004389","-0.0128700"," 0.0135400","-0.0293300","-0.0010080"," 0.0056570"," 0.0371900"," 0.0011540"
"2002-08-01","-0.0004389","-0.0102300","-0.0067450"," 0.0149900"," 0.0035090","-0.0344300","-0.0380700","-0.0103900"
"2002-08-02"," 0.0000000"," 0.0018670","-0.0239700","-0.0176600"," 0.0000000"," 0.0033310"," 0.0278300"," 0.0060090"
"2002-08-05"," 0.0000000"," 0.0221400","-0.0281200"," 0.0233300","-0.0401800","-0.0184600"," 0.0228900","-0.0252200"
"2002-08-06","-0.0444300","-0.0419300","-0.0125600","-0.0034870","-0.0328400","-0.0362100","-0.0410700","-0.0211600"
"2002-08-07"," 0.0217900"," 0.0281400"," 0.0178900"," 0.0267100"," 0.0298800"," 0.0277100"," 0.0181700"," 0.0372300"
"2002-08-08"," 0.0107200"," 0.0291700","-0.0017750","-0.0254100"," 0.0073870"," 0.0311100"," 0.0312400"," 0.0204000"
"2002-08-09"," 0.0004441"," 0.0405000"," 0.0106000","-0.0008726"," 0.0278200"," 0.0139700","-0.0024970"," 0.0097710"
"2002-08-12","-0.0134100","-0.0378100","-0.0123800"," 0.0030510"," 0.0024080"," 0.0081300"," 0.0319800","-0.0046740"
"2002-08-13"," 0.0103000","-0.0162600"," 0.0070920"," 0.0099590","-0.0024930","-0.0171500","-0.0072900","-0.0061780"
"2002-08-14"," 0.0202800","-0.0267700","-0.0070920","-0.0025880","-0.0043410"," 0.0057500"," 0.0129200"," 0.0044770"
"2002-08-15"," 0.0108500"," 0.0000000"," 0.0193800"," 0.0000000"," 0.0214000"," 0.0000000"," 0.0000000","-0.0102100"
"2002-08-16"," 0.0017260"," 0.0276800"," 0.0034840"," 0.0025880"," 0.0173800"," 0.0097800"," 0.0111700"," 0.0203000"
"2002-08-19"," 0.0137000"," 0.0216000"," 0.0052040"," 0.0085800","-0.0030140","-0.0016230","-0.0103700"," 0.0040810"
"2002-08-20"," 0.0004251"," 0.0079820"," 0.0086130"," 0.0118900"," 0.0087390","-0.0048860","-0.0317700","-0.0060090"
"2002-08-21"," 0.0033940","-0.0088730"," 0.0068380"," 0.0063120","-0.0170200"," 0.0073200"," 0.0008275"," 0.0029480"
"2002-08-22"," 0.0230300"," 0.0124000"," 0.0084820"," 0.0025140"," 0.0110000"," 0.0080710","-0.0083060"," 0.0030340"
"2002-08-23","-0.0087300","-0.0035270","-0.0101900","-0.0025140"," 0.0164300"," 0.0143700"," 0.0165400","-0.0100200"
"2002-08-26"," 0.0000000","-0.0062030","-0.0034190"," 0.0029320"," 0.0000000","-0.0023800","-0.0057590"," 0.0071850"
"2002-08-27"," 0.0157400"," 0.0254500","-0.0085990","-0.0117800","-0.0007914"," 0.0157600"," 0.0380500"," 0.0027350"
"2002-08-28","-0.0020570","-0.0104500","-0.0086730","-0.0021180"," 0.0016430"," 0.0193600"," 0.0251000","-0.0134900"
"2002-08-29","-0.0174500","-0.0123300","-0.0052400"," 0.0000000","-0.0257800","-0.0224900","-0.0062160"," 0.0056270"
"2002-08-30","-0.0012580"," 0.0219200"," 0.0034970"," 0.0147300","-0.0124300"," 0.0147900"," 0.0464500"," 0.0019780"
"2002-09-02","-0.0042050","-0.0113400","-0.0087640"," 0.0083230"," 0.0048310","-0.0054240","-0.0082180"," 0.0015600"
"2002-09-03","-0.0208700"," 0.0008768","-0.0052960","-0.0112500"," 0.0000000"," 0.0015530"," 0.0178400","-0.0192300"
"2002-09-04","-0.0021540","-0.0248500"," 0.0017680"," 0.0083470","-0.0326200","-0.0219600"," 0.0007366"," 0.0006634"
"2002-09-05"," 0.0025840"," 0.0017950"," 0.0000000"," 0.0160800","-0.0019500"," 0.0007927"," 0.0029410","-0.0078970"
"2002-09-06"," 0.0064310","-0.0108200","-0.0017680","-0.0227500","-0.0072830"," 0.0047430"," 0.0203500"," 0.0074740"
"2002-09-09","-0.0008551"," 0.0045230"," 0.0000000","-0.0336100"," 0.0224800"," 0.0195200"," 0.0199400","-0.0028760"
"2002-09-10"," 0.0161200"," 0.0170000"," 0.0140600","-0.0021660","-0.0024710"," 0.0115300"," 0.0091260"," 0.0055170"
"2002-09-11"," 0.0075470"," 0.0070730"," 0.0034840"," 0.0129300"," 0.0165200","-0.0038300","-0.0334000","-0.0002769"
"2002-09-12","-0.0025090"," 0.0096450"," 0.0017380"," 0.0119200"," 0.0041420"," 0.0091670"," 0.0129200","-0.0133100"
"2002-09-13","-0.0198800","-0.0070050"," 0.0000000","-0.0205100","-0.0225800","-0.0053370"," 0.0350400","-0.0103600"
"2002-09-16","-0.0025660","-0.0061700","-0.0299600","-0.0025940","-0.0019440","-0.0022960","-0.0062180"," 0.0024410"
"2002-09-17"," 0.0110700","-0.0008846"," 0.0212400"," 0.0012980"," 0.0022660","-0.0007666","-0.0076520","-0.0092980"
"2002-09-18","-0.0222700","-0.0332900","-0.0158900","-0.0113000","-0.0243300","-0.0069260","-0.0027970","-0.0062340"
"2002-09-19","-0.0004332","-0.0231400"," 0.0017780","-0.0203200","-0.0057200","-0.0007725"," 0.0069780"," 0.0043830"
"2002-09-20"," 0.0069080","-0.0440300","-0.0053430"," 0.0031190","-0.0210200","-0.0085370","-0.0006957","-0.0160500"
"2002-09-23"," 0.0038650"," 0.0058540","-0.0053720"," 0.0004447"," 0.0001354"," 0.0085370"," 0.0083160","-0.0122200"
"2002-09-24","-0.0120700","-0.0356500","-0.0054010","-0.0138800","-0.0128800","-0.0250400","-0.0167000","-0.0046470"
"2002-09-25"," 0.0112200","-0.0091140","-0.0072460"," 0.0080830","-0.0130600","-0.0071570"," 0.0097770"," 0.0019320"
"2002-09-26"," 0.0123600"," 0.0060850"," 0.0054400"," 0.0089050"," 0.0164400","-0.0007984","-0.0382500"," 0.0156600"
"2002-09-27","-0.0076560"," 0.0150500"," 0.0072070"," 0.0022140"," 0.0202000"," 0.0071630","-0.0204200","-0.0054930"
"2002-09-30","-0.0141900","-0.0406600","-0.0090170","-0.0196500","-0.0097850","-0.0055670"," 0.0117200","-0.0033340"
"2002-10-01","-0.0065180","-0.0041580","-0.0036300","-0.0040680","-0.0119900"," 0.0031850"," 0.0007281"," 0.0019050"
"2002-10-02"," 0.0129900"," 0.0458100"," 0.0000000","-0.0059050"," 0.0171300"," 0.0015890","-0.0198500","-0.0053130"
"2002-10-03"," 0.0025780","-0.0069900","-0.0128100","-0.0036510","-0.0007295","-0.0023840"," 0.0044440","-0.0029570"
"2002-10-04","-0.0060270"," 0.0069900"," 0.0018400","-0.0022890","-0.0006514","-0.0023890","-0.0022200","-0.0170400"
"2002-10-07","-0.0030270","-0.0029900","-0.0166800"," 0.0244500","-0.0145300","-0.0088110"," 0.0000000","-0.0154000"
