X.Y..m..d,LSCC,CSGS,EC,NYB,ALTR,APH,CLS,NET,SBUX,AYE,ASBC,SBL,PCZ,OSI,TRP,ROH,SU,MTD,RAD,GUC,market
2/10/2000,0.042857144,0.035982009,0.003921569,-0.026946107,0.030405406,-0.014773777,-0.069905214,0.158031091,-0.072463766,-0.006666667,-0.023655914,0.06366723,0.022123894,0.015306123,0,0.008103727,-0.007541478,0.008431703,-0.016806724,0.056410257,0.006191792
2/11/2000,-0.010864431,0.013024602,-0.05078125,-0.006153846,-0.03852459,-0.00656045,-0.011464968,0.127516776,0.02734375,-0.008948546,0,-0.011173184,-0.004329004,-0.042713568,-0.00877193,-0.03215434,0.007598784,-0.001672241,-0.017094018,-0.061286408,-0.01731387
2/14/2000,-0.008595988,-0.005714286,0.012345679,0.015479876,0.018755328,0.23679246,-0.100515462,-0.05952381,0.032319393,0.004514673,-0.005506608,0.029862793,0.017391304,-0.015748031,-0.008849557,0.039867111,0.009049774,0.015075377,-0.034782607,-0.020038785,0.002639656
2/15/2000,-0.023121387,0,-0.00406504,-0.018292682,-0.009205021,-0.083142638,0.008595988,-0.025316456,0.020257827,0.008988764,0.021040974,0.090909094,0.004273504,0.002666667,0,0.062300321,0.020926757,0.008250825,0.009009009,-0.015171504,0.007245674
2/16/2000,0.01183432,0.070402302,-0.020408163,0,0.03462838,0.025790349,0.032670453,0.043290045,-0.012635379,0.0155902,-0.004338395,0,-0.012765957,-0.034574468,0.017857144,-0.017984962,0.007320644,0.004909984,-0.008928572,0.028801072,-0.005389471
2/17/2000,-0.027290449,0.079194628,0.020833334,0.015527951,0.044897959,-0.016220599,0.0522696,0.002074689,0.012797075,0.01754386,-0.03267974,0,0.004310345,0.035812672,-0.02631579,-0.009230769,-0.010174419,-0.011400651,-0.045045044,0.022135416,0.004739242
2/18/2000,-0.068136275,-0.034825869,-0.01632653,-0.018348623,-0.071093753,-0.041220114,-0.007843138,-0.062111802,-0.0433213,-0.02586207,-0.018018018,-0.003591954,-0.017167382,0.069148935,-0.009009009,-0.041925468,-0.042584434,-0.037891269,0,-0.082802549,-0.026441148
2/22/2000,0.026344085,-0.034793813,0.024896266,-0.021806853,-0.056349874,-0.018916596,-0.079051383,-0.006622517,0.001886792,-0.013274336,0.006880734,-0.036770009,0,-0.004975124,-0.009090909,0.077795789,-0.015337423,-0.006849315,0.009433962,-0.001388889,0.000669487
2/23/2000,0.051859614,0.020026702,-0.020242915,-0.01433121,0.040998217,0.016652059,0.041487839,0.013333334,0.050847456,-0.006726457,-0.025056947,-0.010479042,-0.021834061,0.029999999,0,0.004511278,-0.046728972,0.018965518,0.102803737,0.001390821,0.012141675
2/24/2000,0.037848607,-0.034031413,-0.074380167,-0.011308562,0.06078767,0.019827586,-0.005494506,0.076754384,0.005376344,-0.036117382,-0.011682243,-0.017397882,0.004464286,-0.016990291,0,-0.026946107,0.024509804,-0.003384095,0.220338985,-0.011111111,-0.000433245
2/25/2000,-0.002399232,0.00406504,-0.03125,-0.009803922,-0.066182405,0,0.026243094,0.024439918,-0.037433155,-0.004683841,-0.024822695,0.095458046,0.026666667,0.039506175,0.018348623,-0.049230769,-0.01754386,0.005093378,-0.194444448,-0.023174157,-0.009657459
2/28/2000,0.026455026,0.03508772,-0.013824885,0.046204619,-0.011235955,0.014370245,0.01076716,-0.067594431,0.009259259,0,0.013333334,0.016865777,0,0,-0.009009009,0.025889968,-0.016233766,0.045608107,-0.034482758,-0.061107118,0.007761833
2/29/2000,0.053420804,0.071707956,0.018691588,-0.041009463,0.115384616,0.06583333,-0.015978696,0.038379531,0.03119266,-0.02117647,-0.031100478,0.051831376,0,-0.007125891,0,0.01577287,0.008250825,-0.001615509,-0.017857144,0.071209803,0.019264447
3/1/2000,0.026245551,0.01216545,-0.036697246,0.019736841,0.061128527,0.069585614,-0.012178619,-0.026694044,-0.010676157,-0.026442308,-0.014814815,0.048620235,0.017815411,0.016746411,0,-0.068322979,0.014729951,-0.004854369,0.018181818,-0.017869906,0.014231846
3/2/2000,-0.047247507,0.103365384,0.004761905,-0.035483871,-0.032496307,-0.038011696,0.094520546,-0.037974682,-0.043165468,0.007407407,-0.015037594,0.004385965,-0.012820513,-0.044705883,0.027272727,-0.038333334,-0.001612903,-0.029268293,-0.035714287,0.00363901,-0.000730913
3/3/2000,0.068243861,0.018518519,0.04265403,0.063545153,0.184732825,-0.002279635,-0.008760951,0.002192982,0.118421055,-0.00245098,-0.005089059,0.021210231,-0.034632035,0.027093597,0.132743359,0.058925476,0.016155088,0,-0.037037037,-0.007976795,0.022664556
3/6/2000,0.063884154,0.01604278,-0.022727273,0.006289308,-0.030927835,0.005331303,-0.01010101,-0.004376368,-0.035294119,-0.039312039,-0.020460358,-0.029932804,-0.049327355,-0.004796163,0.0078125,-0.032733224,-0.039745629,-0.011725293,-0.03846154,0.002923977,-0.006496877
3/7/2000,0.005604484,0.043157894,-0.023255814,-0.003125,-0.015957447,-0.047727272,-0.026785715,-0.021978023,-0.048780486,0.002557545,-0.065274149,-0.002518892,0.056603774,-0.057831325,-0.031007752,-0.067681894,0.046357617,0.044067796,-0.02,0.002186589,-0.021698274
3/8/2000,-0.052547771,-0.035317861,0.023809524,-0.012539185,0.006756757,-0.031026253,0.01965924,-0.011235955,-0.007326007,0.012755102,-0.002793296,-0.037247475,0.017857144,0.025575448,-0.016000001,0.018148821,0.017405063,-0.025974026,0.030612245,0.000727273,0.006437412
3/9/2000,0.044537816,0.041579496,0.018604651,-0.028571429,0.03624161,0.009852217,0.028277636,0.086363636,0.066420667,-0.002821158,0.028011205,0.038793441,-0.00877193,0.034912717,-0.024390243,0.007130125,-0.00466563,-0.013333334,-0.03960396,0.060319766,0.024006877
3/10/2000,0.017699115,-0.01782576,-0.00913242,-0.019607844,-0.022668393,0.1203252,0.03875,0.043933053,-0.013840831,-0.012853471,-0.013623978,0.002525253,0.022123894,0.007228916,0,0.007079646,0.0015625,0.013513514,0.010309278,0.001370802,-0.003220156
3/13/2000,-0.056126483,0.058282208,-0.020276498,-0.050000001,-0.066269055,-0.033381712,-0.030084236,-0.028056113,-0.024561403,0.002604167,0.005524862,-0.035894208,0.051948052,-0.037081338,0.041666668,0.017574692,0.007638066,0.018333333,0,-0.024640657,-0.014238994
3/14/2000,-0.070351757,-0.075362317,-0.009478673,-0.003508772,-0.000709723,-0.030030031,0.028535981,0.065979384,-0.037769783,0,0,0.027433051,0.024691358,0.004968944,0.024,0.031088082,-0.035714287,0.006546645,0.020408163,-0.011929825,-0.022126025
3/15/2000,-0.075675674,0.119122259,0.119617224,0.105633803,-0.040482953,0.066563465,0.013268999,0.00967118,0.052336447,0.096103899,0.079670332,-0.061665606,0.012048192,0.072929546,-0.0390625,0.1038526,-0.020933978,0.021138212,-0.100000001,0.017045455,0.007596344
3/16/2000,0.061403509,-0.034547154,0.047008548,0.006369427,0.019245004,0.026124818,0.046428572,0.040229887,0.090586148,0.035545025,0.083969466,-0.01897019,0.027777778,0.094470046,0.024390243,0.028831564,0.032894738,0.085987262,0.044444446,0.076117322,0.041298099
3/17/2000,0.028466484,0.140232101,-0.008163265,0.044303797,0.002178649,0.074257426,0.093287826,0.025782689,-0.034201954,-0.020594966,-0.018779343,-0.006906077,-0.027027028,0.021052632,0,-0.017699115,-0.025477707,-0.004398827,0,0.021414666,0.00644637
3/20/2000,-0.04107143,-0.106022052,0.020576132,-0.060606062,-0.002898551,-0.019749835,-0.050988555,-0.046678636,-0.050590221,-0.01635514,-0.033492822,-0.031293463,0.003968254,-0.006185567,0.015873017,-0.009009009,0.013071896,0.010309278,-0.021276595,-0.01270648,-0.016125031
3/21/2000,0.064711362,-0.062618598,-0.024193548,0.032258064,0.014534884,-0.003357958,-0.015350877,0.043314502,0.108348139,0.009501188,0.032178219,-0.00430725,-0.019762846,0.047717843,0.0078125,0.013636364,-0.019354839,0.001457726,0.010869565,-0.021879021,0.019275695
3/22/2000,0.049409706,0.054655872,-0.004132231,0.025,0.017191976,0.011455526,0.006681514,0.059566788,0.003205128,-0.047058824,0.011990407,0.018024513,0,0.00990099,-0.015503876,-0.020926757,-0.02631579,0.036390103,-0.032258064,-0.061842106,0.013515934
3/23/2000,0.009166666,0.009596929,0.033195022,-0.048780486,0.038028169,0.045969352,-0.004424779,-0.044293016,0.006389776,0.029629629,0.030805686,0.014164306,0,0.021568628,-0.007874016,0.001526718,0.018581081,-0.009831461,0.033333335,-0.05820477,0.01447546
3/24/2000,-0.022295624,-0.009505703,-0.004016064,0.003205128,0.040705562,-0.01656051,-0.057777777,-0.01604278,-0.01904762,0,-0.009195402,0.010474861,0.008064516,-0.009596929,-0.007936508,-0.015243903,0.008291874,-0.053900708,-0.010752688,0.007446016,0.002112425
3/27/2000,0.038006756,0.021113243,-0.032258064,-0.012779552,-0.024771838,0.070595853,0.079009436,0.005434783,0.012944984,0.009592326,0.016241299,0.025570145,0.016000001,-0.044573642,-0.008,0,0.013157895,-0.026986506,0.010869565,-0.015521064,-0.003253682
3/28/2000,-0.060211554,-0.068609022,0,-0.058252428,-0.062165774,-0.033272836,-0.001092896,-0.07027027,-0.030351438,-0.016627079,-0.00456621,-0.035714287,0,-0.012170386,-0.008064516,0.004643963,0.008116883,-0.026194144,0.010752688,0.021021022,-0.013121917
3/29/2000,-0.038961038,-0.112008072,-0.008333334,0.006872852,-0.032074127,-0.035043806,-0.019693654,-0.065891474,0.0461285,0,-0.002293578,-0.057302587,0.007874016,0.008213553,0.001706666,0.020030817,0.041867957,0.025316456,-0.010638298,0.052205883,-0.009969665
3/30/2000,-0.037837837,-0.093181819,0.021008404,-0.013651877,-0.100147277,0,-0.072544642,-0.026970955,0.001574803,0.026570048,0.020689655,-0.027427724,0.06640625,-0.00407332,-0.016528925,0.046827793,0.081916541,0,-0.010752688,0.005590496,-0.017762793
3/31/2000,0.014044944,-0.021303259,-0.004115226,0,0.168576106,0.060959794,0.02166065,0.100213222,0.127358496,0.042352941,0.076576576,0.003810976,-0.018315019,0.049079753,0.016806724,0.030303031,-0.028571429,0.010802469,-0.021739131,-0.011118833,0.012053548
4/3/2000,-0.067405358,0.033290654,0.008264462,0.044982698,-0.081932776,-0.015281173,-0.041224971,-0.112403102,-0.075313807,-0.024830699,0.0041841,-0.131359145,0.037313432,0.054580897,0,-0.036414567,0.048529413,-0.018320611,-0.011111111,-0.006324666,-0.016397592
4/4/2000,-0.035643563,-0.034696408,-0.00409836,0.009933775,0.040427156,0.003103662,-0.06388206,-0.054585151,0.048265461,0.023148147,-0.033333335,-0.020979021,-0.017985612,-0.073937155,-0.008264462,0.024709303,-0.011220196,-0.00466563,0,-0.015558699,-0.012826283
4/5/2000,0.063655034,0.106546856,0.024691358,0.013114754,0.013929619,0.029702971,0.023622047,-0.027713627,-0.089208633,0.011312217,-0.034482758,0.044642858,-0.010989011,0.011976048,0,0.008510638,-0.012765957,0.003125,-0.02247191,0.005747126,0.000798624
4/6/2000,0.025096525,0.087006964,0.008032128,-0.009708738,-0.023138106,0.0625,0.015384615,0.035629455,-0.050552923,-0.013422819,0.008928572,0.087179489,0,0.001972387,0,0.007032349,-0.001436782,-0.001557632,-0.022988506,-0.011428571,0.015278156
4/7/2000,0.071563087,0.024546424,-0.011952192,-0.009803922,0.093264252,0.073529415,0.011363637,0.073394492,0.066555738,-0.002267574,-0.03318584,0.099056602,-0.018518519,0,-0.016666668,0,-0.001438849,0.012480499,-0.011764706,-0.012283237,0.014384463
4/10/2000,-0.036906853,-0.054166667,0.008064516,-0.01980198,-0.102911308,-0.010537407,-0.003745318,-0.111111112,-0.085803434,0.015909091,-0.006864989,0.002145923,-0.049056605,-0.017716536,0.008474576,0.005586592,-0.007204611,-0.009244992,0.083333336,0.013899049,-0.019166056
4/11/2000,-0.025547445,-0.055066079,0.039999999,0.053872053,0.042264152,-0.001064963,-0.025062656,-0.014423077,0.035836179,0.002237136,0.019585254,-0.079229124,0,0.026052104,-0.016806724,0.029166667,0.010159652,-0.00466563,0.285714298,-0.007215007,-0.010047853
4/12/2000,-0.074906364,-0.078088582,0.01923077,0.057507988,-0.049963795,-0.01705757,-0.048843186,-0.070731707,-0.008237232,0.029017856,0.012429379,-0.074418604,0.075396828,-0.005859375,0.017094018,0.033738192,0.063218392,0.0078125,-0.111111112,0.023982558,-0.029497474
4/13/2000,-0.004048583,-0.012642225,0.003773585,-0.012084592,-0.028201219,-0.01626898,0.008108108,-0.034120735,0.058554817,0.021691974,-0.03125,0.02638191,0,-0.056974459,0.016806724,-0.037859008,-0.028378379,0.015503876,0.028846154,-0.009226401,-0.017358901
4/14/2000,-0.125254065,-0.063700385,-0.037593983,-0.039755352,-0.089411765,-0.183020949,-0.120643429,-0.141304344,-0.116516277,-0.012738854,-0.043202765,-0.050183598,-0.014760148,-0.029166667,-0.008264462,-0.061058346,-0.001390821,-0.053435113,-0.065420561,-0.160458446,-0.065769732
4/17/2000,0.13505663,0.009230769,0,-0.006369427,0.163652018,0.04723347,0.086890243,0.117088608,0.026642984,-0.008602151,0.052378085,0.041237112,0,-0.015021459,-0.025,-0.007225433,-0.041782729,0.041935485,-0.059999999,0.130546078,0.02949428
4/18/2000,0.044012282,0.224932253,-0.0390625,0.009615385,0.124352328,0.157216489,0.049088359,0.11048159,0.036332179,0,0.013729977,-0.00990099,0,0.017429193,-0.008547009,-0.002911208,0.005813953,0.057275541,-0.010638298,0.027169811,0.038254365
4/19/2000,0.003921569,-0.079646021,0.024390243,0.03809524,-0.050691243,0.027282851,0.050802138,-0.035714287,-0.005008347,0,-0.056433409,0.015,0.029962547,0.00856531,0.034482758,-0.164963499,-0.007225433,0.039531481,-0.010752688,0.005878031,-0.007735937
4/20/2000,-0.016601563,-0.036057692,0.027777778,-0.006116208,0.011789181,-0.020054201,0.013994911,0.031746034,0.005033557,0.015184382,0.0645933,0.029556651,0.007272727,-0.053078555,0,-0.012237762,0.008733625,-0.008450705,-0.032608695,-0.008765522,0.000619591
4/24/2000,-0.093346573,-0.043640897,-0.003861004,0,-0.015078821,-0.025442477,0.00250941,-0.064102568,0.066777967,0.017094018,0.004494382,-0.015550239,0,0.011210762,-0.008333334,-0.005309734,-0.012987013,-0.130681813,-0.02247191,0.008106116,-0.010124454
4/25/2000,0.104052573,0.100391135,0.050387599,0.009230769,0.100904666,0.089670829,0.050062578,0.049315069,-0.043818466,0.033613447,0.010626398,0.051032808,-0.02166065,0.057649668,-0.016806724,0.003558719,0,0.145424843,0.045977011,0.013157895,0.038808759
4/26/2000,-0.061507937,-0.104265399,-0.007380074,0,-0.013274336,-0.030208332,0.007151371,-0.036553524,-0.027823241,0.028455285,-0.028223574,0.048554912,0.007380074,0.04192872,0,-0.023049645,-0.002923977,-0.047075607,-0.054945055,0.015873017,-0.011303743
4/27/2000,0.076109938,-0.021164021,0.014869888,0,0.086483024,0.031149302,0.001183432,0.10569106,-0.001683502,-0.027667984,-0.030432802,-0.049614113,-0.003663004,0.032193158,-0.017094018,-0.030852994,0.016129032,-0.017964073,-0.046511628,0.001420455,0.007124715
4/28/2000,0.058939096,-0.002702703,0.029304029,0.00308642,-0.035377357,0.0625,0.031914894,-0.00245098,-0.184232712,-0.012195121,-0.028503563,0.034802783,-0.007352941,0.021442495,-0.008695652,0.067415729,-0.014430014,-0.158536583,-0.012195121,-0.005673759,0.000787857
5/1/2000,0.011131725,-0.024390243,0.017793594,0,0.017114915,-0.061764706,-0.036655214,0.046683047,0.023255814,-0.008230452,0.036674816,0.035874441,-0.003703704,0.005725191,0,-0.00877193,0.027818449,0.009057971,-0.037037037,0.003566334,0.014977849
5/2/2000,-0.053211011,-0.036111113,0.01048951,-0.015384615,-0.072716348,-0.013584117,-0.01783591,-0.112676054,0.032323234,-0.0373444,-0.018867925,-0.038961038,0.033457249,-0.001897533,-0.00877193,0.092035398,0.018518519,-0.023339318,0.07692308,-0.007107321,-0.019392589
5/3/2000,-0.060077518,-0.008645534,0.020761246,-0.00625,0.001296176,-0.125,-0.089588381,0.018518519,-0.003913894,0.006465517,-0.021634616,-0.018018018,0.028776979,-0.045627378,-0.008849557,-0.055105347,0.001398601,0.045955881,0,-0.040085897,-0.020965954
5/4/2000,0.009278351,0.005813953,0.006779661,-0.022012578,-0.005825242,0.060532689,-0.003989362,0.054545455,0.051080551,0.023554605,0.024570024,-0.028669724,0.020979021,0.049800798,0,0.024013722,0.012569833,-0.007029877,0.023809524,0.020134227,0.000841674
5/5/2000,0.043922368,-0.002890173,-0.016835017,0.006430868,0.037760418,0.076484017,0.032042723,0.017241379,0.007476636,-0.025104603,-0.004796163,-0.060212515,-0.017123288,0.036053132,-0.017857144,0.013400335,-0.020689655,0.017699115,0.034883723,0.010233918,0.015675902
5/8/2000,-0.056751467,-0.024637681,-0.003424658,-0.006389776,-0.032622334,0.01378579,-0.014230272,-0.043583535,-0.020408163,0.025751073,0.014457831,-0.035175879,-0.024390243,-0.021978023,-0.009090909,-0.014876033,-0.001408451,-0.048695654,0.011235955,-0.005065123,-0.010093865
5/9/2000,-0.031120332,0.028231798,0,-0.025723472,-0.078469522,-0.100418411,-0.034120735,0.012658228,0.011363637,0.020920502,0.033254158,-0.079427086,0.046428572,-0.001872659,0.009174312,0.011744967,0.040902682,-0.023765996,0.033333335,0.011636363,-0.011652743
5/10/2000,-0.085653104,-0.054913294,-0.01718213,0.00330033,-0.090077408,-0.113953486,-0.065217391,-0.104999997,-0.024344569,0.00409836,-0.034482758,-0.057991512,0.013651877,-0.028142588,-0.009090909,-0.038076285,0.005420054,0.058052436,-0.010752688,-0.001437815,-0.026446037
5/11/2000,0.098946139,0.110091746,0.027972028,0.02631579,0.054137666,0.061679792,0.013081395,0.05027933,0.021113243,0.018367346,0.004761905,0.042042043,0.01010101,0.009652509,0.027522936,0.038128249,0.043126684,0.130973458,0.076086953,0.002159827,0.020420257
5/12/2000,-0.013319126,0.035812672,-0.013605442,-0.028846154,-0.013206162,0.022249691,0.031563845,0.002659574,-0.020676691,-0.03006012,0.004739337,0.038904898,0.023333333,-0.009560229,-0.008928572,0.038397327,-0.002583979,-0.050078247,0,0.000718391,0.008356284
5/15/2000,0.028077753,-0.035904255,0.017241379,0.00990099,0.039405204,-0.029020555,0,-0.0132626,-0.001919386,0.008264462,0.009433962,0.006934813,0.019543974,0.021235522,0.027027028,0.030546624,-0.001295337,-0.026359143,0.13131313,-0.00143575,0.020785337
5/16/2000,0.029411765,0.027586207,-0.00338983,-0.006535948,0.060085837,-0.021170611,0.001390821,0.051075269,0.023076924,-0.008196721,-0.002336449,0.015151516,-0.003194888,0.017013233,0.01754386,-0.029641185,-0.027237354,0.04568528,0,0.000718907,0.013579176
5/17/2000,-0.013265306,0.004026846,0.006802721,-0.019736841,-0.032388665,-0.001272265,-0.023611112,-0.03836317,-0.02443609,-0.030991735,-0.009367681,0.001356852,-0.003205128,-0.01858736,0.05172414,-0.012861736,0.021333333,-0.051779937,-0.008928572,-0.059626438,-0.013335116
5/18/2000,-0.016546018,0.065508023,0.003378378,-0.013422819,-0.062064156,0.0522293,-0.015647227,-0.050531916,-0.053949904,0.031982943,0.002364066,0.017615177,0.03215434,-0.054924242,-0.024590164,-0.004885993,0,-0.005119454,0.135135129,-0.016806724,-0.010554046
5/19/2000,-0.068349108,-0.023839397,-0.003367003,-0.006802721,-0.050557621,-0.042372882,-0.005780347,-0.050420169,-0.018329939,-0.006198347,-0.033018868,-0.078561917,0.009345794,-0.022044089,0,-0.022913257,-0.005221932,-0.04116638,-0.047619049,-0.007770008,-0.024130892
5/22/2000,0.009029346,-0.016709512,0,0.01369863,0.050117463,-0.044247787,-0.078488372,0,-0.008298756,0.027027028,0.048780486,-0.067919075,0,-0.006147541,-0.025210084,-0.015075377,0.047244094,-0.01431127,-0.033333335,-0.000783085,-0.007466841
5/23/2000,-0.078299776,0.049673203,-0.003378378,-0.023648649,-0.104399703,-0.015873017,-0.028391168,-0.05899705,-0.052301254,-0.018218623,0.006976744,-0.041860465,-0.024691358,0.016494846,0.02586207,-0.00170068,-0.060150377,0.030852994,-0.086206898,0.015673982,-0.023479389
