"","X.Y..m..d","BMW.RET"
"408","1974-07-25",0
"409","1974-07-26",-0.003277743
"410","1974-07-29",0
"411","1974-07-30",-0.001933115
"412","1974-07-31",0.020682468
"413","1974-08-01",0.025450475
"414","1974-08-02",0.020483525
"415","1974-08-05",0
"416","1974-08-06",0.012234769
"417","1974-08-07",0.051069736
"418","1974-08-08",0.01901934
"419","1974-08-09",-0.007530786
"420","1974-08-12",0.007530786
"421","1974-08-13",0.033284489
"422","1974-08-14",-0.003715975
"423","1974-08-15",-0.04468723
"424","1974-08-16",0.033783061
"425","1974-08-19",0.003593601
"426","1974-08-20",-0.022257946
"427","1974-08-21",-0.007530786
"428","1974-08-22",-0.023110629
"429","1974-08-23",-0.007766024
"430","1974-08-26",0
"431","1974-08-27",-0.015715357
"432","1974-08-28",-0.003879391
"433","1974-08-29",-0.044066357
"434","1974-08-30",0.036084053
"435","1974-09-02",0.023758267
"436","1974-09-03",0
"437","1974-09-04",-0.02786285
"438","1974-09-05",-0.008079764
"439","1974-09-06",0.012184347
"440","1974-09-09",-0.004104583
"441","1974-09-10",0
"442","1974-09-11",0.004104583
"443","1974-09-12",-0.012184347
"444","1974-09-13",-0.02058173
"445","1974-09-16",-0.025157387
"446","1974-09-17",0.01275097
"447","1974-09-18",0
"448","1974-09-19",0.024842569
"449","1974-09-20",0.008145579
"450","1974-09-23",0
"451","1974-09-24",0.043738236
"452","1974-09-25",-0.011803643
"453","1974-09-26",-0.034461669
"454","1974-09-27",0.002527077
"455","1974-09-30",-0.058654777
"456","1974-10-01",0.050509198
"457","1974-10-02",0.016225342
"458","1974-10-03",-0.0041215
"459","1974-10-04",-0.01775409
"460","1974-10-07",0.006376992
"461","1974-10-08",0.0220934
"462","1974-10-09",-0.018829571
"463","1974-10-10",0.012234769
"464","1974-10-11",-0.008079764
"465","1974-10-14",-0.012334639
"466","1974-10-15",0.028429407
"467","1974-10-16",0
"468","1974-10-17",-0.024240347
"469","1974-10-18",-0.008212474
"470","1974-10-21",-0.008280478
"471","1974-10-22",0
"472","1974-10-23",0.02391716
"473","1974-10-24",-0.028176031
"474","1974-10-25",0.008315672
"475","1974-10-28",0.004223677
"476","1974-10-29",0
"477","1974-10-30",0.0285424
"478","1974-10-31",0
"479","1974-11-01",0.011861695
"480","1974-11-04",-0.028201048
"481","1974-11-05",-0.020483525
"482","1974-11-06",-0.008349617
"483","1974-11-07",0.004090746
"484","1974-11-08",0.032855666
"485","1974-11-11",0.012136504
"486","1974-11-12",0.002480512
"487","1974-11-13",-0.022730285
"488","1974-11-14",0.043916405
"489","1974-11-15",0.003976836
"490","1974-11-18",0.034430604
"491","1974-11-19",-0.026695283
"492","1974-11-20",0
"493","1974-11-21",0.006315631
"494","1974-11-22",0.005260937
"495","1974-11-25",-0.007645947
"496","1974-11-26",0.015233876
"497","1974-11-27",0.026195132
"498","1974-11-28",-0.033783061
"499","1974-11-29",0.073563768
"500","1974-12-02",0
"501","1974-12-03",-0.007101742
"502","1974-12-04",-0.00364935
"503","1974-12-05",0.00364935
"504","1974-12-06",-0.001426421
"505","1974-12-09",-0.005885645
"506","1974-12-10",-0.021773298
"507","1974-12-11",0
"508","1974-12-12",0.00876629
"509","1974-12-13",-0.001455722
"510","1974-12-16",-0.025907335
"511","1974-12-17",-0.026425841
"512","1974-12-18",0.011362795
"513","1974-12-19",0.011401867
"514","1974-12-20",0.007474497
"515","1974-12-23",-0.018876364
"516","1974-12-24",0
"517","1974-12-25",0
"518","1974-12-26",0
"519","1974-12-27",0.018876364
"520","1974-12-30",0.012498107
"521","1974-12-31",0
"522","1975-01-01",0
"523","1975-01-02",0.020542574
"524","1975-01-03",0.035389397
"525","1975-01-06",-0.017459524
"526","1975-01-07",-0.014413808
"527","1975-01-08",0.021465471
"528","1975-01-09",0.027719668
"529","1975-01-10",0.020296871
"530","1975-01-13",-0.020296871
"531","1975-01-14",-0.041873073
"532","1975-01-15",-0.00364935
"533","1975-01-16",0.024805039
"534","1975-01-17",0.018588752
"535","1975-01-20",-0.044666259
"536","1975-01-21",-0.024163547
"537","1975-01-22",0.007310568
"538","1975-01-23",-0.001295757
"539","1975-01-24",0.001295757
"540","1975-01-27",0.01446273
"541","1975-01-28",-0.003516066
"542","1975-01-29",0.066278121
"543","1975-01-30",0.013542881
"544","1975-01-31",-0.003405645
"545","1975-02-03",0.016621696
"546","1975-02-04",0.013043663
"547","1975-02-05",0.009743593
"548","1975-02-06",0.040930359
"549","1975-02-07",0.029269066
"550","1975-02-10",0.007020361
"551","1975-02-11",-0.007020361
"552","1975-02-12",-0.017025681
"553","1975-02-13",0.019282868
"554","1975-02-14",-0.005319161
"555","1975-02-17",0.024887716
"556","1975-02-18",0.017405197
"557","1975-02-19",-0.002815822
"558","1975-02-20",0.036866476
"559","1975-02-21",0.008365161
"560","1975-02-24",0.002691462
"561","1975-02-25",-0.019492352
"562","1975-02-26",0.005590424
"563","1975-02-27",0.008388897
"564","1975-02-28",-0.002829552
"565","1975-03-03",0.011148661
"566","1975-03-04",0.013552966
"567","1975-03-05",-0.01087624
"568","1975-03-06",0.002790756
"569","1975-03-07",0.008085484
"570","1975-03-10",0.016213994
"571","1975-03-11",0.013158085
"572","1975-03-12",0.015748357
"573","1975-03-13",0.005156718
"574","1975-03-14",-0.012999895
"575","1975-03-17",-0.00790518
"576","1975-03-18",-0.005265942
"577","1975-03-19",-0.007892143
"578","1975-03-20",-0.013453385
"579","1975-03-21",0.013453385
"580","1975-03-24",0.012223942
"581","1975-03-25",0.000934143
"582","1975-03-26",0.020905075
"583","1975-03-27",0.007628844
"584","1975-03-28",0
"585","1975-03-31",0
"586","1975-04-01",0.007683654
"587","1975-04-02",0.002585578
"588","1975-04-03",0.017473039
"589","1975-04-04",0.01728141
"590","1975-04-07",0.0217738
"591","1975-04-08",0.007188952
"592","1975-04-09",-0.002425778
"593","1975-04-10",0.032823886
"594","1975-04-11",0.013297663
"595","1975-04-14",0.020658386
"596","1975-04-15",0.006694256
"597","1975-04-16",-0.013334189
"598","1975-04-17",-0.011299555
"599","1975-04-18",0.020208741
"600","1975-04-21",0.012438337
"601","1975-04-22",0.020329232
"602","1975-04-23",0.024680982
"603","1975-04-24",0.023632197
"604","1975-04-25",-0.018620121
"605","1975-04-28",-0.029693058
"606","1975-04-29",0.012793351
"607","1975-04-30",0.014768004
"608","1975-05-01",0
"609","1975-05-02",0.00416648
"610","1975-05-05",-0.01180366
"611","1975-05-06",0.02219026
"612","1975-05-07",-0.033567374
"613","1975-05-08",0
"614","1975-05-09",0.002172579
"615","1975-05-12",-0.008147842
"616","1975-05-13",-0.026508854
"617","1975-05-14",-0.017739698
"618","1975-05-15",-0.017250453
"619","1975-05-16",0.012666032
"620","1975-05-19",0
"621","1975-05-20",0.013493607
"622","1975-05-21",-0.008909186
"623","1975-05-22",0.004464515
"624","1975-05-23",-0.004961804
"625","1975-05-26",0
"626","1975-05-27",-0.040710083
"627","1975-05-28",-0.03329076
"628","1975-05-29",0
"629","1975-05-30",0.026219918
"630","1975-06-02",0.018609035
"631","1975-06-03",0.047408878
"632","1975-06-04",-0.013275184
"633","1975-06-05",-0.006754098
"634","1975-06-06",0.017780002
"635","1975-06-09",-0.013305277
"636","1975-06-10",-0.006769563
"637","1975-06-11",-0.009030766
"638","1975-06-12",-0.01370093
"639","1975-06-13",-0.002353063
"640","1975-06-16",-0.002255948
"641","1975-06-17",0
"642","1975-06-18",0.004609011
"643","1975-06-19",0.004587866
"644","1975-06-20",0.026301456
"645","1975-06-23",-0.001388063
"646","1975-06-24",-0.004474725
"647","1975-06-25",-0.011325603
"648","1975-06-26",-0.002219981
"649","1975-06-27",-0.00648629
"650","1975-06-30",0.009210125
"651","1975-07-01",0.013508986
"652","1975-07-02",0.047743616
"653","1975-07-03",-0.008660535
"654","1975-07-04",-0.009411382
"655","1975-07-07",0.020154462
"656","1975-07-08",0.001323002
"657","1975-07-09",-0.018490805
"658","1975-07-10",0.015085258
"659","1975-07-11",0.002082545
"660","1975-07-14",-0.004264399
"661","1975-07-15",-0.019466501
"662","1975-07-16",0.006563097
"663","1975-07-17",0.004319661
"664","1975-07-18",-0.006534715
"665","1975-07-21",0.004329219
"666","1975-07-22",-0.004329219
"667","1975-07-23",-0.01310126
"668","1975-07-24",-0.008830513
"669","1975-07-25",0.019808424
"670","1975-07-28",-0.002224695
"671","1975-07-29",0.021648355
"672","1975-07-30",0.019053559
"673","1975-07-31",-0.010561339
"674","1975-08-01",0.002064953
"675","1975-08-04",-0.006302048
"676","1975-08-05",-0.012055773
"677","1975-08-06",-0.024850203
"678","1975-08-07",-0.004415451
"679","1975-08-08",0.018994386
"680","1975-08-11",-0.003576438
"681","1975-08-12",0.008677262
"682","1975-08-13",-0.002114166
"683","1975-08-14",-0.007338065
"684","1975-08-15",-0.012383757
"685","1975-08-18",-0.000883436
"686","1975-08-19",0.000883436
"687","1975-08-20",-0.008869675
"688","1975-08-21",-0.022625853
"689","1975-08-22",0.013576917
"690","1975-08-25",0
"691","1975-08-26",-0.020384157
"692","1975-08-27",-0.00695655
"693","1975-08-28",0.004609011
"694","1975-08-29",0.006924671
"695","1975-09-01",-0.013897628
"696","1975-09-02",0.006972957
"697","1975-09-03",-0.002353063
"698","1975-09-04",0.009277734
"699","1975-09-05",0.006776259
"700","1975-09-08",0.027733998
"701","1975-09-09",0.005865119
"702","1975-09-10",-0.017798788
"703","1975-09-11",-0.002185142
"704","1975-09-12",0.017739698
"705","1975-09-15",-0.006664731
"706","1975-09-16",-0.015659388
"707","1975-09-17",-0.008526911
"708","1975-09-18",-0.007280113
"709","1975-09-19",0.011301836
"710","1975-09-22",-0.002209946
"711","1975-09-23",-0.00909189
"712","1975-09-24",0
"713","1975-09-25",-0.002336806
"714","1975-09-26",-0.004587866
"715","1975-09-29",-0.000817829
"716","1975-09-30",-0.006155128
"717","1975-10-01",0.002363946
"718","1975-10-02",0.00695655
"719","1975-10-03",0.015878968
"720","1975-10-06",0.013554124
"721","1975-10-07",-0.018079701
"722","1975-10-08",0.004525577
"723","1975-10-09",0
"724","1975-10-10",0.031215494
"725","1975-10-13",0
"726","1975-10-14",0.006591726
"727","1975-10-15",-0.015383421
"728","1975-10-16",-0.002259222
"729","1975-10-17",0.002259222
"730","1975-10-20",0.021835988
"731","1975-10-21",0.003545593
"732","1975-10-22",-0.005659759
"733","1975-10-23",-0.002215054
"734","1975-10-24",-0.006480653
"735","1975-10-27",-0.002234421
"736","1975-10-28",0.017354851
"737","1975-10-29",-0.002105062
"738","1975-10-30",0.004301082
"739","1975-10-31",-0.004301082
"740","1975-11-03",0.008583744
"741","1975-11-04",-0.002091454
"742","1975-11-05",-0.008697785
"743","1975-11-06",-0.008677262
"744","1975-11-07",-0.003492098
"745","1975-11-10",0.016479918
"746","1975-11-11",0.017152754
"747","1975-11-12",0
"748","1975-11-13",0.008420708
"749","1975-11-14",0.002140631
"750","1975-11-17",0.006209761
"751","1975-11-18",-0.002034777
"752","1975-11-19",0
"753","1975-11-20",-0.004174984
"754","1975-11-21",-0.002140631
"755","1975-11-24",0.003812717
"756","1975-11-25",0.036095789
"757","1975-11-26",0.00330697
"758","1975-11-27",-0.002054398
"759","1975-11-28",0.02786285
"760","1975-12-01",0.023206886
"761","1975-12-02",-0.019301478
"762","1975-12-03",-0.009836002
"763","1975-12-04",0.002009875
"764","1975-12-05",0.003485842
"765","1975-12-08",0.002346093
"766","1975-12-09",0.001994191
"767","1975-12-10",-0.009136457
"768","1975-12-11",0.00131033
"769","1975-12-12",-0.005953962
"770","1975-12-15",-0.009618428
"771","1975-12-16",0.007596539
"772","1975-12-17",0.029394755
"773","1975-12-18",0.013326174
"774","1975-12-19",0.02998439
"775","1975-12-22",0.001880238
"776","1975-12-23",0.012821729
"777","1975-12-24",0
"778","1975-12-25",0
"779","1975-12-26",0
"780","1975-12-29",0
"781","1975-12-30",-0.014701966
"782","1975-12-31",0
"783","1976-01-01",0
"784","1976-01-02",0.023372541
"785","1976-01-05",0.007565236
"786","1976-01-06",-0.012613931
"787","1976-01-07",-0.018323847
"788","1976-01-08",-0.003688982
"789","1976-01-09",-0.009323885
"790","1976-01-12",-0.005569656
"791","1976-01-13",-0.007530786
"792","1976-01-14",0.011275018
"793","1976-01-15",0.011149308
"794","1976-01-16",0
"795","1976-01-19",0
"796","1976-01-20",-0.007419043
"797","1976-01-21",-0.015005283
"798","1976-01-22",-0.00953634
"799","1976-01-23",0.027928237
"800","1976-01-26",0.000329788
"801","1976-01-27",-0.003716402
"802","1976-01-28",-0.001904841
"803","1976-01-29",-0.001825424
"804","1976-01-30",0.007446667
"805","1976-02-02",0
"806","1976-02-03",-0.003716402
"807","1976-02-04",0.007090474
"808","1976-02-05",0.01135494
"809","1976-02-06",0.003648603
"810","1976-02-09",0
"811","1976-02-10",-0.003648603
"812","1976-02-11",0.003324822
"813","1976-02-12",-0.00511344
"814","1976-02-13",-0.00554877
"815","1976-02-16",-0.003688982
"816","1976-02-17",0.007364406
"817","1976-02-18",0.005528469
"818","1976-02-19",0.001782098
"819","1976-02-20",-0.003648603
"820","1976-02-23",0.003648603
"821","1976-02-24",-0.003648603
"822","1976-02-25",0
"823","1976-02-26",0.003000935
"824","1976-02-27",-0.008458086
"825","1976-03-01",-0.001880238
"826","1976-03-02",0.00554877
"827","1976-03-03",-0.00554877
"828","1976-03-04",-0.00549745
"829","1976-03-05",-0.009340841
"830","1976-03-08",0.007446667
"831","1976-03-09",0.001894174
"832","1976-03-10",0.015835773
"833","1976-03-11",0.016943433
"834","1976-03-12",-0.001753268
"835","1976-03-15",-0.011552475
"836","1976-03-16",0.002498289
"837","1976-03-17",-0.001449859
"838","1976-03-18",-0.016826245
"839","1976-03-19",-0.013036488
"840","1976-03-22",0.009340841
"841","1976-03-23",0.001808467
"842","1976-03-24",-0.001808467
"843","1976-03-25",-0.003791943
"844","1976-03-26",-0.011212276
"845","1976-03-29",0.007488802
"846","1976-03-30",-0.001825424
"847","1976-03-31",-0.003744232
"848","1976-04-01",-0.007530786
"849","1976-04-02",0
"850","1976-04-05",-0.005727778
"851","1976-04-06",-0.028967661
"852","1976-04-07",-0.015422668
"853","1976-04-08",0.015422668
"854","1976-04-09",0.015530942
"855","1976-04-12",-0.019451661
"856","1976-04-13",0
"857","1976-04-14",0.011716341
"858","1976-04-15",0.00773532
"859","1976-04-16",0
"860","1976-04-19",0
"861","1976-04-20",0
"862","1976-04-21",-0.001971119
"863","1976-04-22",-0.02150434
"864","1976-04-23",0.002013923
"865","1976-04-26",-0.005965977
"866","1976-04-27",0.003952054
"867","1976-04-28",-0.011903328
"868","1976-04-29",-0.003999472
"869","1976-04-30",-0.015797833
"870","1976-05-03",-0.012747145
"871","1976-05-04",0.010301381
